CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,name
29,8000070035805,LAVAZZA ΚΑΦΕΣ ROSSA 250ΓΡ,8.98,35.92,058462.png,0,Γαλλικός Καφές,kg,,kantzas,29-10-2025,04-11-2025,
30,5201434000207,ΖΩΓΡΑΦΟΣ ΦΡΟΥΚΤΟΖΗ 200ΓΡ,1.52,7.60,001282.png,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,kantzas,29-10-2025,04-11-2025,
32,5201237264103,ΩΜΕΓΑ ΦΑΚΕΣ ΨΙΛΕΣ 500ΓΡ,1.87,3.74,061230.png,0,Φακές,kg,,kantzas,29-10-2025,04-11-2025,
33,5202908110019,AGROS ΦΥΣ.ΧΥΜΟΣ ΠΟΡΤΟΚΑΛΙ 1L,1.68,1.68,062580.png,0,Χυμός Πορτοκάλι,lt,,kantzas,29-10-2025,04-11-2025,
35,5201321041153,ESSEX ΥΓΡΟ MULTI 45 MEZ.,5.75,2.56,022510.png,0,Απορρυπαντικά Πλυντηρίου,μεζ,,kantzas,29-10-2025,04-11-2025,
35,5201321041177,ESSEX ΥΓΡΟ TOUCH 45 MEZ.,5.75,2.56,022511.png,0,Απορρυπαντικά Πλυντηρίου,μεζ,,kantzas,29-10-2025,04-11-2025,
35,5201321041191,ESSEX ΥΓΡΟ ONE 45 MEZ.,5.75,2.56,022512.png,0,Απορρυπαντικά Πλυντηρίου,μεζ,,kantzas,29-10-2025,04-11-2025,
35,5202912007473,VERO ΣΚΟΝΗ ΠΛΥΝΤΗΡΙΟΥ ΡΟΥΧΩΝ 1.5KG/30ΜΕΖ,5.55,3.70,074262.png,0,Απορρυπαντικά Πλυντηρίου,μεζ,,kantzas,29-10-2025,04-11-2025,
36,5202195012034,SWEEP ΥΓΡΟ ΚΑΘ/ΣΜΟΥ 950ΓΡ,2.97,3.13,007449.png,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,kantzas,29-10-2025,04-11-2025,
36,5202913126548,DREAM TEAM ΧΛΩΡΙΟ LEMON 2L,1.15,0.57,067589.png,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,kantzas,29-10-2025,04-11-2025,
37,5204458008297,ΕΛΟΜΑΣ ΥΓΡΟ ΠΙΑΤΩΝ ΒΑΤΟΜΟΥΡΟ 750ML,1.22,1.63,020782.png,1,Απορρυπαντικά Πιάτων,lt,,kantzas,29-10-2025,04-11-2025,
37,5204458008310,ΕΛΟΜΑΣ ΥΓΡΟ ΠΙΑΤΩΝ ΠΡΑΣΙΝΟ ΜΗΛΟ 750ML,1.22,1.63,020783.png,1,Απορρυπαντικά Πιάτων,lt,,kantzas,29-10-2025,04-11-2025,
37,5204458008303,ΕΛΟΜΑΣ ΥΓΡΟ ΠΙΑΤΩΝ ΛΕΜΟΝΙ 750ML,1.22,1.63,020781.png,1,Απορρυπαντικά Πιάτων,lt,,kantzas,29-10-2025,04-11-2025,
38,4006670363427,ZEWA W&W Ρ/Κ 2ΠΛΟ DESIGN 9T EXTRA LANG,4.48,11.91,019388.png,0,Χαρτί Κουζίνας,kg,,kantzas,29-10-2025,04-11-2025,
39,6920354836039,COLGATE ΟΔΟ/ΜΑ PROPOLIS 75ML(ΕΙΣ),1.55,20.67,090739.png,0,Οδοντόκρεμα,kg,,kantzas,29-10-2025,04-11-2025,
40,7322540055337,ZEWA Ρ/Υ DELUXE CAMOMILE 3PLY 8ΑΡΙ,4.77,6.21,068525.png,0,Χαρτί Υγείας,τμχ,,kantzas,29-10-2025,04-11-2025,
40,7322540313345,ZEWA Ρ/Υ DELUXE PURE WHITE 3PLY 8ΑΡΙ,4.77,6.21,068528.png,0,Χαρτί Υγείας,τμχ,,kantzas,29-10-2025,04-11-2025,
41,5201263018060,EVERYDAY HYP/DRY ULT.PLUS NORMAL 10Τ,1.69,0.17,008810.png,0,Σερβιέτες ή Ταμπόν,τμχ,,kantzas,29-10-2025,04-11-2025,
42,5203357120031,ΜΑΤΙΝΑ ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ ΦΑΚΕΛΟ 400ΓΡ.,1.58,3.95,073922.png,0,Προϊόντα Βρώμης,kg,,kantzas,29-10-2025,04-11-2025,
43,8714789880501,PALMOLIVE ΣΑΜΠΟΥΑΝ 2IN1 HYDRA 350ML,1.50,4.29,066520.png,0,Σαμπουάν,lt,,kantzas,29-10-2025,04-11-2025,
43,8714789880556,PALMOLIVE ΣΑΜΠΟΥΑΝ ALOE VERA 350ML,1.50,4.29,066311.png,0,Σαμπουάν,lt,,kantzas,29-10-2025,04-11-2025,
43,8714789880495,PALMOLIVE ΣΑΜΠ ANTIFORF. ΠΥΤΙΡΙΔΑ 350ML,1.50,4.29,066396.png,0,Σαμπουάν,lt,,kantzas,29-10-2025,04-11-2025,
43,8714789880518,PALMOLIVE ΣΑΜΠΟΥΑΝ COLOUR 350ML,1.50,4.29,066518.png,0,Σαμπουάν,lt,,kantzas,29-10-2025,04-11-2025,
43,8714789880471,PALMOLIVE ΣΑΜΠΟΥΑΝ LONG&SHINE(ΕΛΙΑ) 350ML,1.50,4.29,066519.png,0,Σαμπουάν,lt,,kantzas,29-10-2025,04-11-2025,
44,8003520027665,PALMOLIVE ΣΑΠΟΥΝΙ ΠΡΑΣΙΝΟ 90ΓΡ,0.59,6.56,049756.png,0,Σαπούνι Στερεό,kg,,kantzas,29-10-2025,04-11-2025,
45,5204458018104,ΕΛΟΜΑΣ ΠΑΝΕΣ ΑΚΡΑΤΕΙΑΣ Νο2 MEDIUM 15TMX,5.43,0.36,079946.png,1,Πάνες Ακράτειας,τμχ,,kantzas,29-10-2025,04-11-2025,
46,5201263082542,BABYLINO ΠΑΝΕΣ SENSITIVE N4+ 10-15K 19T,5.18,0.27,058635.png,0,Πάνες για Μωρά,τμχ,,kantzas,29-10-2025,04-11-2025,
47,5200132754207,SCOOBYDOO ΜΩΡΟΜΑΝΤΗΛΑ ΧΑΜΟΜΗΛΙ 3Χ80ΤΜΧ,2.79,0.01,022321.png,0,Μωρομάντηλα,τμχ,,kantzas,29-10-2025,04-11-2025,
48,3574669907729,JOHNSON ΣΑΜΠΟΥΑΝ ΑΝΤΛΙΑ 750ML ,2.98,3.97,090694.png,0,Σαμπουάν για Μωρά,lt,,kantzas,29-10-2025,04-11-2025,
49,5212002224451,BEST PRICE ΚΟΝΣ. ΣΚΥΛΟΥ ΒΟΔΙΝΟ-ΛΑΧ. 405ΓΡ,0.64,1.58,022760.png,0,Τροφή για Σκύλους,kg,,kantzas,29-10-2025,04-11-2025,
49,5212002224444,BEST PRICE ΚΟΝΣ. ΣΚΥΛΟΥ ΒΟΔΙΝΟ 405ΓΡ,0.64,1.58,022762.png,0,Τροφή για Σκύλους,kg,,kantzas,29-10-2025,04-11-2025,
49,5212002224468,BEST PRICE ΚΟΝΣ. ΣΚΥΛΟΥ ΚΟΤ.-ΓΑΛ. 405ΓΡ,0.64,1.58,078554.png,0,Τροφή για Σκύλους,kg,,kantzas,29-10-2025,04-11-2025,
49,5212002224475,BEST PRICE ΚΟΝΣ. ΣΚΥΛΟΥ ΚΥΝΗΓΙ 405ΓΡ,0.64,1.58,078555.png,0,Τροφή για Σκύλους,kg,,kantzas,29-10-2025,04-11-2025,
50,5212002224376,BEST PRICE ΚΟΝΣ. ΓΑΤΑΣ ΚΟΥΝΕΛΙ 405ΓΡ,0.64,1.58,022714.png,0,Τροφή για γάτες,kg,,kantzas,29-10-2025,04-11-2025,
50,5212002224482,BEST PRICE ΚΟΝΣ. ΓΑΤΑΣ ΒΟΔΙΝΟ 405ΓΡ,0.64,1.58,078556.png,0,Τροφή για γάτες,kg,,kantzas,29-10-2025,04-11-2025,
50,5212002224369,BEST PRICE ΚΟΝΣ. ΓΑΤΑΣ ΨΑΡΙ 405ΓΡ,0.64,1.58,078557.png,0,Τροφή για γάτες,kg,,kantzas,29-10-2025,04-11-2025,
50,5212002224383,BEST PRICE ΚΟΝΣ. ΓΑΤΑΣ ΚΟΤ.-ΓΑΛ. 405ΓΡ,0.64,1.58,078558.png,0,Τροφή για γάτες,kg,,kantzas,29-10-2025,04-11-2025,
51,5200107310032,ΜΥΛΟΙ ΚΑΠΛΑΝΙΔΗ ΑΛΕΥΡΙ(Γ.Ο.Χ)1ΚΙΛ,1.05,1.05,036423.png,0,Αλεύρι,kg,,kantzas,29-10-2025,04-11-2025,
53,5200251600546,ΜΙΚΡΕΣ ΦΑΡΜΕΣ ΠΑΡΙΖΑ ΦΕΤΕΣ 160ΓΡ,1.03,6.44,037978.png,0,Πάριζα,kg,,kantzas,29-10-2025,04-11-2025,
54,5204458016483,ΕΛΟΜΑΣ ΓΑΛΑ UHT ΠΛΗΡΕΣ 3.5% 1L,1.34,1.34,021282.png,1,Γάλα υψηλής παστερίωσης πλήρες,kg,,kantzas,29-10-2025,04-11-2025,
55,5204458016490,ΕΛΟΜΑΣ ΓΑΛΑ UHT ΕΛΑΦΡΥ 1.5% 1L,1.34,1.34,021283.png,1,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,kantzas,29-10-2025,04-11-2025,
56,5201704058488,ΚΟΛΙΟΣ ΠΟΛΥΚΑΣΤΡΟΥ ΛΕΥΚΟ ΜΠΩΛ 800ΓΡ,5.58,6.98,071027.png,0,Λευκό τυρί,kg,,kantzas,29-10-2025,04-11-2025,
57,5213005973353,ΑΓΡΟΤΟΠΟΣ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500ΓΡ,1.67,3.34,021662.png,0,Φασόλια,kg,,kantzas,29-10-2025,04-11-2025,
58,5201237255507,ΩΜΕΓΑ ΡΕΒΥΘΙΑ CLASSIC ΧΟΝΔΡΑ 500γρ,2.29,4.58,069231.png,0,Ρεβύθια,kg,,kantzas,29-10-2025,04-11-2025,
52,41009,ΒΟΕΙΑ ΣΠΑΛΑ ΑΟ ΓΑΛΛΙΑΣ   ΝΩΠΗ,14.10,14.10,41009.jpg,0,Μοσχάρι,kg,,kritikos,29-10-2025,04-11-2025,
52,41029,ΒΟΕΙΑ ΕΛΙΑ ΑΟ ΓΑΛΛΙΑΣ   ΝΩΠΗ,14.10,14.10,41029.jpg,0,Μοσχάρι,kg,,kritikos,29-10-2025,04-11-2025,
1,748176,ΕΠΙΛΟΓΗ ΜΟΥ ΡΥΖΙ ΝΥΧΑΚΙ 500ΓΡ,0.90,1.80,748176.jpg,1,Ρύζι,Kg,,kritikos,29-10-2025,04-11-2025,
1,46150,3ΑΛΦΑ ΓΛΑΣΣΕ ΕΛΛΗΝΙΚΟ 500ΓΡ,1.59,3.18,46150.jpg,0,Ρύζι,Kg,,kritikos,29-10-2025,04-11-2025,
2,744826,ΕΠΙΛΟΓΗ ΜΟΥ ΨΩΜΙ ΤΟΣΤ ΣΤΑΡΕΝΙΟ ΦΟΡΜΑ 700ΓΡ,1.35,1.93,744826.jpg,1,Ψωμί για Tοστ,Kg,,kritikos,29-10-2025,04-11-2025,
3,747706,ΚΑΤΣΕΛΗΣ ΨΩΜΙ ΔΙΠΛΟΖΥΜΩΤΟ ΣΤΑΡΕΝΙΟ 500ΓΡ,1.68,3.36,747706.jpg,0,Ψωμί Φραντζόλα,Kg,,kritikos,29-10-2025,04-11-2025,
4,745848,ΕΠΙΛΟΓΗ ΜΟΥ ΦΡΥΓΑΝΙΕΣ ΣΙΤΟΥ 4*125ΓΡ,1.39,2.78,745848.jpg,1,Φρυγανιές,Kg,,kritikos,29-10-2025,04-11-2025,
4,31021,ELITE ΦΡΥΓΑΝΙΕΣ ΣΤΑΡΕΝΙΕΣ 250ΓΡ.,1.24,4.96,31021.jpg,0,Φρυγανιές,Kg,,kritikos,29-10-2025,04-11-2025,
5,710366,ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ Νο6 500ΓΡ,0.65,1.30,710366.jpg,0,Μακαρόνια Νο 6,Kg,,kritikos,29-10-2025,04-11-2025,
6,723529,ΧΟΙΡΙΝΗ ΝΩΠΗ ΤΗΓΑΝΙΑ ΟΛΛΑΝΔΙΑΣ (σε καταστήματα που διαθέτουν κρεοπωλείο),6.85,6.85,723529.jpg,0,Νωπό Χοιρινό,Kg,,kritikos,29-10-2025,04-11-2025,
6,41294,ΧΟΙΡΙΝΗ ΝΩΠΗ ΤΗΓΑΝΙΑ ΕΛΛΗΝΙΚΗ (σε καταστήματα που διαθέτουν κρεοπωλείο),6.85,6.85,41294.jpg,0,Νωπό Χοιρινό,Kg,,kritikos,29-10-2025,04-11-2025,
7,70425,ΚΟΤΟΠΟΥΛΟ ΦΤΕΡΟΥΓΑ ΝΩΠΗ ΕΛΛΗΝΙΚΗ (σε καταστήματα που διαθέτουν κρεοπωλείο),2.75,2.75,70425.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,kritikos,29-10-2025,04-11-2025,
8,863675,TOSTAKI ΦΙΛ.ΓΑΛΟΠ.ΚΑΠΝ.ΚΙΛΟ,7.98,7.98,863675.jpg,0,Γαλοπούλα,Kg,,kritikos,29-10-2025,04-11-2025,
8,863674,TOSTAKI ΦΙΛ.ΓΑΛΟΠ.ΒΡΑΣΤΗ ΚΙΛΟ,7.98,7.98,863674.jpg,0,Γαλοπούλα,Kg,,kritikos,29-10-2025,04-11-2025,
8,704948,TOSTAKI ΓΑΛΟΠOYΛΑ ΚΑΠΝΙΣΤΗ ΦΕΤΕΣ 160ΓΡ,2.19,13.69,704948.jpg,0,Γαλοπούλα,Kg,,kritikos,29-10-2025,04-11-2025,
9,768823,ΕΠΙΛΟΓΗ ΜΟΥ ΜΠΑΚΑΛΙΑΡΟΣ Α/Κ 300/500 ΚΤΨ ΤΟ ΚΙΛΟ,4.95,4.95,768823.jpg,1,Ψάρια Κατεψυγμένα,Kg,,kritikos,29-10-2025,04-11-2025,
10,771787,ΦΑΡΜΑ ΚΑΣΤΡΟΥ ΓΑΛΑ ΦΡΕΣΚΟ ΑΓΕΛΑΔΙΝΟ ΠΛΗΡΕΣ 1LT,1.05,1.05,771787.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,kritikos,29-10-2025,04-11-2025,
10,219804,ΦΑΡΜΑ ΚΑΣΤΡΟΥ ΓΑΛΑ ΦΡΕΣΚΟ ΠΛΗΡΕΣ 3.8% 1L,1.05,1.05,219804.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,kritikos,29-10-2025,04-11-2025,
10,67299,ΔΕΛΤΑ ΦΡΕΣΚΟ ΓΑΛΑ ΚΑΘΗΜΕΡΙΝΑ  ΠΛΗΡΕΣ 1L,1.68,1.68,67299.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,kritikos,29-10-2025,04-11-2025,
11,771786,ΦΑΡΜΑ ΚΑΣΤΡΟΥ ΓΑΛΑ ΦΡΕΣΚΟ ΑΓΕΛΑΔΙΝΟ ΕΛΑΦΡΥ 1LT,1.05,1.05,771786.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,kritikos,29-10-2025,04-11-2025,
11,219805,ΦΑΡΜΑ ΚΑΣΤΡΟΥ ΓΑΛΑ ΦΡΕΣΚΟ ΕΛΑΦΡΥ 1.7% 1L,1.05,1.05,219805.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,kritikos,29-10-2025,04-11-2025,
11,67151,ΔΕΛΤΑ ΦΡΕΣΚΟ ΓΑΛΑ ΚΑΘΗΜΕΡΙΝΑ ΕΛΑΦΡΥ 1L,1.68,1.68,67151.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,kritikos,29-10-2025,04-11-2025,
12,743155,ΕΠΙΛΟΓΗ ΜΟΥ ΓΑΛΑ ΕΒΑΠΟΡΕ ΕΛΑΦΡΥ 4% 400ΓΡ,0.86,2.15,743155.jpg,1,Γάλα Εβαπορέ,lt,,kritikos,29-10-2025,04-11-2025,
12,743154,ΕΠΙΛΟΓΗ ΜΟΥ ΓΑΛΑ ΕΒΑΠΟΡΕ ΠΛΗΡΕΣ 7.5% 400ΓΡ,0.86,2.15,743154.jpg,1,Γάλα Εβαπορέ,lt,,kritikos,29-10-2025,04-11-2025,
12,67115,ΝΟΥΝΟΥ ΓΑΛΑ ΠΛΗΡΕΣ 170ΓΡ,0.77,4.53,67115.jpg,0,Γάλα Εβαπορέ,lt,,kritikos,29-10-2025,04-11-2025,
13,81010895,ΚΟΛΙΟΣ ΣΤΡ.ΓΙΑΟΥΡΤΙ 5% 850ΓΡ,2.65,3.12,81010895.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,kritikos,29-10-2025,04-11-2025,
14,81010904,ΚΟΛΙΟΣ ΣΤΡ.ΓΙΑΟΥΡΤΙ 2% 850ΓΡ,2.65,3.12,81010904.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,kritikos,29-10-2025,04-11-2025,
15,860343,ΦΕΤΑ ΤΡΙΚΑΛΩΝ ΠΟΠ ΔΟΧΕΙΟ      ΠΡ. ΓΑΛΑ ΕΛΛΑΔΑ,9.45,9.45,860343.jpg,0,Τυρί Φέτα,kg,,kritikos,29-10-2025,04-11-2025,
16,81006023,LEADER GOUDA ΦΕΤΕΣ 400ΓΡ,2.76,6.90,81006023.jpg,0,Τυρί Γκούντα,kg,,kritikos,29-10-2025,04-11-2025,
17,742753,LEADER GOUDA LIGHT ΦΕΤ 200ΓΡ,1.79,8.95,742753.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,kritikos,29-10-2025,04-11-2025,
18,81007849,VITALE TOMATA PASSATA 500ΓΡ    ,0.49,0.98,81007849.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,kritikos,29-10-2025,04-11-2025,
19,967170,ΑΥΓΑ ΛΑΔΑΚΗΣ 6αδα (M) Π.Θ 53-63ΓΡ,1.49,0.25,967170.jpg,0,Αυγά,τμχ,,kritikos,29-10-2025,04-11-2025,
20,771432,SUPER FRESCO SOFT 200ΓΡ,0.92,4.60,771432.jpg,0,Μαργαρίνες,kg,,kritikos,29-10-2025,04-11-2025,
21,869499,ΧΡΥΣΕΛΙΑ ΕΛΑΙΟΛΑΔΟ ΕΞΤΡΑ ΠΑΡΘΕΝΟ 1L,8.26,8.26,869499.jpg,0,Παρθένο Ελαιόλαδο,lt,,kritikos,29-10-2025,04-11-2025,
22,711300,ΗΛΙΕΛΑΙΟ POP CUISINE 5LT,7.95,1.59,711300.jpg,0,Ηλιέλαιο,lt,,kritikos,29-10-2025,04-11-2025,
23,270299,ALTERRA ΑΡΑΚΑΣ Κ.Τ.Ψ 900ΓΡ,2.85,3.17,270299.jpg,0,Λαχανικά Κατεψυγμένα,kg,,kritikos,29-10-2025,04-11-2025,
23,992964,ALTERRA ΦΑΣΟΛΑΚΙΑ ΠΛΑΤΙΑ ΚΤΨ 900ΓΡ,2.60,2.89,992964.jpg,0,Λαχανικά Κατεψυγμένα,kg,,kritikos,29-10-2025,04-11-2025,
24,705252,ROYAL ΖΑΧΑΡΗ ΛΕΥΚΗ 1Κ,0.74,0.74,705252.jpg,0,Λευκή Ζάχαρη,kg,,kritikos,29-10-2025,04-11-2025,
24,218315,LUX FARM ΖΑΧΑΡΗ ΚΡΥΣΤΑΛΛΙΚΗ 1Κ,0.74,0.74,218315.jpg,0,Λευκή Ζάχαρη,kg,,kritikos,29-10-2025,04-11-2025,
24,747871,SUGARTIA ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ 1Κ,0.74,0.74,747871.jpg,0,Λευκή Ζάχαρη,kg,,kritikos,29-10-2025,04-11-2025,
24,81016070,ΑΘΗΝΑΙΚΗ ΖΑΧΑΡΟΠΟΙΙΑ ΖΑΧΑΡΗ ΛΕΥΚΗ 1Κ,0.74,0.74,81016070.jpg,0,Λευκή Ζάχαρη,kg,,kritikos,29-10-2025,04-11-2025,
25,470584,ΝΟΥΝΟΥ FARINE LACTEE 300ΓΡ,2.92,9.73,470584.jpg,0,Κρέμες για βρέφη,kg,,kritikos,29-10-2025,04-11-2025,
26,67081,ΔΕΛΤΑ ΓΑΛΑ ADVANCE ΥΨ.Π.1L,2.15,2.15,67081.jpg,0,Γάλα για βρέφη,kg,,kritikos,29-10-2025,04-11-2025,
27,869630,KALATHERI ΕΛΛΗΝΙΚΟΣ      ΚΑΦΕΣ 200ΓΡ,3.04,15.20,869630.jpg,0,Ελληνικός Καφές,kg,,kritikos,29-10-2025,04-11-2025,
28,217640,BUON CAFE ΚΑΦΕΣ ΣΤΙΓΜΙΑΙΟΣ 100ΓΡ,3.35,33.50,217640.jpg,0,Στιγμιαίος Καφές,kg,,kritikos,29-10-2025,04-11-2025,
29,219959,BUON CAFE ΚΑΦΕΣ ΦΙΛΤΡΟΥ 100% ARABICA 250ΓΡ,4.38,17.52,219959.jpg,0,Γαλλικός Καφές,kg,,kritikos,29-10-2025,04-11-2025,
30,771484,SLIM FIX ΓΛΥΚΑΝΤΙΚΟ ΥΓΡΟ STEVIA 60ML,2.93,48.83,771484.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,kritikos,29-10-2025,04-11-2025,
33,47621,AGRINO ΦΑΚΕΣ ΨΙΛΕΣ ΕΙΣΑΓΩΓΗΣ 500ΓΡ,1.94,3.88,47621.jpg,0,Χυμός Πορτοκάλι,lt,,kritikos,29-10-2025,04-11-2025,
33,743755,ΕΠΙΛΟΓΗ ΜΟΥ ΦΥΣΙΚΟΣ ΧΥΜΟΣ ΠΟΡΤΟΚΑΛΙ 250ML,0.45,1.80,743755.jpg,1,Χυμός Πορτοκάλι,lt,,kritikos,29-10-2025,04-11-2025,
35,81005697,NEOMAT ΥΓΡΟ ΠΛΥΝΤ. ΜΑΛΑΙΣ.ΟΡΧΙΔΕΑ 32ΜΕΖ,3.99,0.12,81005697.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,kritikos,29-10-2025,04-11-2025,
36,422935,AJAX ΥΓΡΟ ΚΑΘ/ΚΟ FDF ΑΓΡΙΟΛΟΥΛΟΥΔΑ 1L,1.99,1.99,422935.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,kritikos,29-10-2025,04-11-2025,
36,423587,AJAX ΥΓΡΟ ΚΑΘ/ΚΟ FDF ΛΟΥΛΟΥΔΙΑ ΤΗΣ ΛΙΜΝΗΣ 1L,1.99,1.99,423587.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,kritikos,29-10-2025,04-11-2025,
36,422357,AJAX ΥΓΡΟ ΚΑΘ/ΚΟ FDF ΑΝΘΗ ΠΑΣΧΑΛΙΑΣ 1L,1.99,1.99,422357.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,kritikos,29-10-2025,04-11-2025,
37,772875,ΕΠΙΛΟΓΗ ΜΟΥ  ΥΓΡΟ ΠΙΑΤΩΝ ΠΡΑΣ.ΜΗΛΟ 500ML,0.89,1.78,772875.jpg,1,Απορρυπαντικά Πιάτων,lt,,kritikos,29-10-2025,04-11-2025,
38,725879,ΕΠΙΛΟΓΗ ΜΟΥ ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ 2Φ 800ΓΡ,2.50,3.13,725879.jpg,1,Χαρτί Κουζίνας,kg,,kritikos,29-10-2025,04-11-2025,
39,81012175,COLGATE ΟΔ/ΜΑ SENS.WHITE FAMILY PACK 2*75ML,2.29,15.27,81012175.jpg,0,Οδοντόκρεμα,kg,,kritikos,29-10-2025,04-11-2025,
40,729768,ΕΠΙΛΟΓΗ ΜΟΥ ΧΑΡΤΙ ΥΓΕΙΑΣ 2Φ 10*75ΓΡ,2.49,0.25,729768.jpg,1,Χαρτί Υγείας,τμχ,,kritikos,29-10-2025,04-11-2025,
41,871879,EVERYDAY UL.PL.HYP.ACT.ECO.NORM.18Τ.,2.63,0.15,871879.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,kritikos,29-10-2025,04-11-2025,
41,871880,EVERYDAY UL.PL.HYP.ACT.ECO.SUPER 18Τ.,2.63,0.15,871880.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,kritikos,29-10-2025,04-11-2025,
41,871881,EVERYDAY UL.P.HYP.ACT.ECO.M.NIG.18Τ,2.63,0.15,871881.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,kritikos,29-10-2025,04-11-2025,
41,81011086,CAREFREE ΣΕΡΒ/ΚΙA ALOE 56T,2.19,0.04,81011086.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,kritikos,29-10-2025,04-11-2025,
42,742150,ΕΠΙΛΟΓΗ ΜΟΥ ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ 500ΓΡ,0.99,1.98,742150.jpg,1,Προϊόντα Βρώμης,kg,,kritikos,29-10-2025,04-11-2025,
43,729097,ΕΠΙΛΟΓΗ ΜΟΥ ΣΑΜΠΟΥΑΝ ΓΙΑ ΟΛΟΥΣ ΤΟΥΣ ΤΥΠΟΥΣ 400ML,1.80,4.50,729097.jpg,1,Σαμπουάν,lt,,kritikos,29-10-2025,04-11-2025,
44,700792,ΣΑΠΟΥΝΙ ΕΛΑΙΟΛΑΔΟ 200ΓΡ ΕΛΑΑ.,0.68,3.40,700792.jpg,0,Σαπούνι Στερεό,kg,,kritikos,29-10-2025,04-11-2025,
45,874822,SANI PANTS ΕΣΩΡ.ΑΚΡ.SENSITIVE N.2 MEDIUM 14Τ.,8.09,0.58,874822.jpg,0,Πάνες Ακράτειας,τμχ,,kritikos,29-10-2025,04-11-2025,
45,874821,SANI PANTS ΕΣΩΡ.ΑΚΡ.SENSITIVE N.3 LARGE 14Τ.,9.63,0.69,874821.jpg,0,Πάνες Ακράτειας,τμχ,,kritikos,29-10-2025,04-11-2025,
46,218090,BABYLINO PANDS ECONOMY UNISEX N5 10-16KG 34Τ,9.98,0.29,218090.jpg,0,Πάνες για Μωρά,τμχ,,kritikos,29-10-2025,04-11-2025,
46,860052,BABYLINO SENSIT.ECON.No3 4-9 56Τ..,9.95,0.18,860052.jpg,0,Πάνες για Μωρά,τμχ,,kritikos,29-10-2025,04-11-2025,
47,724245,ΕΠΙΛΟΓΗ ΜΟΥ ΜΩΡΟΜΑΝΤΗΛΑ ΠΟΥΔΡΑ 80Τ,0.85,0.01,724245.jpg,1,Μωρομάντηλα,τμχ,,kritikos,29-10-2025,04-11-2025,
47,724244,ΕΠΙΛΟΓΗ ΜΟΥ ΜΩΡΟΜΑΝΤΗΛΑ ΧΑΜΟΜΗΛΙ & ΑΛΟΗ 80Τ,0.85,0.01,724244.jpg,1,Μωρομάντηλα,τμχ,,kritikos,29-10-2025,04-11-2025,
47,81010934,SEPTONA ΜΩΡΟΜΑΝΤΗΛΑ ΧΑΜΟΜΗΛΙ MULTIPACK 3*80Τ ,2.99,0.01,81010934.jpg,0,Μωρομάντηλα,τμχ,,kritikos,29-10-2025,04-11-2025,
47,81010933,SEPTONA ΜΩΡΟΜΑΝΤΗΛΑ ΑΛΟΗ MULTIPACK 3*60T,2.59,0.01,81010933.jpg,0,Μωρομάντηλα,τμχ,,kritikos,29-10-2025,04-11-2025,
47,81012069,BABYCARE ΜΩΡΟΜ. SENSITIVE PLUS  TRIPLE PACK 3* 54T,2.20,0.01,81012069.jpg,0,Μωρομάντηλα,τμχ,,kritikos,29-10-2025,04-11-2025,
47,81012156,BABYCARE ΜΩΡΟΜ.ΧΑΜΟΜΗΛΙ REF 3*72T,2.85,0.01,81012156.jpg,0,Μωρομάντηλα,τμχ,,kritikos,29-10-2025,04-11-2025,
